Project Name,URL,Forks,Open issues,Size Byte,Stars,Topics,Contributors,Language:
freeCodeCamp/freeCodeCamp,https://github.com/freeCodeCamp/freeCodeCamp,28385,153,310069,343473,"careers, certification, community, curriculum, d3, education, freecodecamp, hacktoberfest, javascript, learn-to-code, math, nodejs, nonprofits, programming, react, teachers",4845,JavaScript-0.471%,TypeScript-0.464%,CSS-0.060%,Shell-0.002%,Dockerfile-0.001%,EJS-0.001%,HTML-0.000%,Less-0.000%
vuejs/vue,https://github.com/vuejs/vue,31844,567,27822,194694,"framework, frontend, javascript, vue",337,JavaScript-0.977%,TypeScript-0.008%,HTML-0.006%,Vue-0.005%,CSS-0.004%,Shell-0.001%
kamranahmedse/developer-roadmap,https://github.com/kamranahmedse/developer-roadmap,27470,123,111076,190772,"angular-roadmap, backend-roadmap, computer-science, dba-roadmap, developer-roadmap, devops-roadmap, engineering, frontend-roadmap, go-roadmap, java-roadmap, python-roadmap, react-roadmap, roadmap, study-plan",108,TypeScript-0.934%,JavaScript-0.057%,CSS-0.008%,Shell-0.001%
public-apis/public-apis,https://github.com/public-apis/public-apis,21653,2,5423,187648,"api, apis, dataset, development, free, list, lists, open-source, public, public-api, public-apis, resources, software",1378,Python-0.968%,Shell-0.032%
facebook/react,https://github.com/facebook/react,38106,907,176316,185799,"declarative, frontend, javascript, library, react, ui",1714,JavaScript-0.956%,HTML-0.019%,CSS-0.010%,C++-0.007%,TypeScript-0.003%,CoffeeScript-0.003%,C-0.001%,Shell-0.000%,Python-0.000%,Makefile-0.000%
donnemartin/system-design-primer,https://github.com/donnemartin/system-design-primer,31542,296,11154,170831,"design, design-patterns, design-system, development, interview, interview-practice, interview-questions, programming, python, system, web, web-application, webapp",113,Python-0.980%,Shell-0.020%
tensorflow/tensorflow,https://github.com/tensorflow/tensorflow,86593,2475,877848,164051,"deep-learning, deep-neural-networks, distributed, machine-learning, ml, neural-network, python, tensorflow",3965,C++-0.624%,Python-0.235%,MLIR-0.043%,Starlark-0.036%,HTML-0.025%,Go-0.011%,C-0.006%,Java-0.006%,Jupyter Notebook-0.004%,Shell-0.003%,Dockerfile-0.002%,Objective-C++-0.001%,CMake-0.001%,Objective-C-0.001%,Smarty-0.000%,Swift-0.000%,Batchfile-0.000%,C#-0.000%,SourcePawn-0.000%,Ruby-0.000%,Perl-0.000%,LLVM-0.000%,Pawn-0.000%,Roff-0.000%,Cython-0.000%,JavaScript-0.000%,Makefile-0.000%,Vim Snippet-0.000%
twbs/bootstrap,https://github.com/twbs/bootstrap,76434,440,197410,156246,"bootstrap, css, css-framework, html, javascript, sass, scss",1513,JavaScript-0.414%,HTML-0.316%,SCSS-0.154%,CSS-0.115%,PowerShell-0.001%
ohmyzsh/ohmyzsh,https://github.com/ohmyzsh/ohmyzsh,23901,579,9750,143141,"cli, cli-app, hacktoberfest, oh-my-zsh, oh-my-zsh-plugin, oh-my-zsh-theme, ohmyzsh, plugin-framework, plugins, productivity, shell, terminal, theme, themes, zsh, zsh-configuration",2257,Shell-0.983%,Python-0.013%,Roff-0.003%,Makefile-0.001%
flutter/flutter,https://github.com/flutter/flutter,21398,10672,190617,138616,"android, app-framework, dart, dart-platform, desktop, fuchsia, ios, linux-desktop, macos, material-design, mobile, skia, web, web-framework, windows",1078,Dart-0.991%,Objective-C-0.002%,Java-0.002%,C++-0.001%,Shell-0.001%,CMake-0.001%,Ruby-0.001%,HTML-0.000%,Batchfile-0.000%,Swift-0.000%,Kotlin-0.000%,PowerShell-0.000%,Dockerfile-0.000%,C-0.000%,CSS-0.000%,JavaScript-0.000%
trekhleb/javascript-algorithms,https://github.com/trekhleb/javascript-algorithms,22931,238,4415,138358,"algorithm, algorithms, computer-science, data-structures, interview, interview-preparation, javascript, javascript-algorithms",196,JavaScript-1.000%,Shell-0.000%
TheAlgorithms/Python,https://github.com/TheAlgorithms/Python,35144,247,12482,134073,"algorithm, algorithm-competitions, algorithms-implemented, algos, community-driven, education, hacktoberfest, interview, learn, practice, python, searches, sorting-algorithms, sorts",830,Python-1.000%
