Project Name,URL,Language,Forks,Watchers,Size Byte,Stars,Topics,Contributors,Type
jorgebucaran/hyperapp,https://github.com/jorgebucaran/hyperapp,JavaScript,828,18744,7056,18744,"['framework', 'javascript', 'vdom', 'web']",104,"['Web Application', 'Framework']"
celery/celery,https://github.com/celery/celery,Python,4215,18738,33910,18738,"['amqp', 'python', 'python-library', 'python3', 'queue-tasks', 'queue-workers', 'queued-jobs', 'redis', 'sqs', 'sqs-queue', 'task-manager', 'task-runner', 'task-scheduler']",1184,['Other']
schollz/croc,https://github.com/schollz/croc,Go,828,18713,24699,18713,"['data-transfer', 'file-sharing', 'golang', 'pake', 'peer-to-peer', 'tcp', 'transfer']",74,['Other']
vuejs/vue-router,https://github.com/vuejs/vue-router,JavaScript,5165,18709,13004,18709,"['javascript', 'router', 'vue']",280,['Web Application']
osquery/osquery,https://github.com/osquery/osquery,C++,2270,18701,25297,18701,"['hacktoberfest', 'intrusion-detection', 'monitoring', 'security', 'sql']",400,['Other']
tobiasahlin/SpinKit,https://github.com/tobiasahlin/SpinKit,CSS,1831,18699,265,18699,[],16,['Other']
ftlabs/fastclick,https://github.com/ftlabs/fastclick,HTML,3317,18693,322,18693,[],54,['Other']
TeamStuQ/skill-map,https://github.com/TeamStuQ/skill-map,HTML,4290,18689,33969,18689,"['programmer', 'skillmap', 'stuq']",37,['Other']
forem/forem,https://github.com/forem/forem,Ruby,3285,18670,924579,18670,"['community', 'discussion', 'feedback', 'hacktoberfest']",667,['Other']
gofiber/fiber,https://github.com/gofiber/fiber,Go,966,18661,58279,18661,"['express', 'expressjs', 'fast', 'fiber', 'flexible', 'framework', 'friendly', 'go', 'golang', 'hacktoberfest', 'hacktoberfest2020', 'nodejs', 'performance', 'rest-api', 'web']",216,"['Web Application', 'Framework']"
rancher/rancher,https://github.com/rancher/rancher,Go,2498,18612,128085,18612,"['cattle', 'containers', 'docker', 'kubernetes', 'orchestration', 'rancher']",193,['Other']
alibaba/Sentinel,https://github.com/alibaba/Sentinel,Java,6608,18572,7376,18572,"['alibaba', 'circuit-breaker', 'hacktoberfest', 'java', 'microservice', 'rate-limiting', 'reliability']",157,['Other']
robertdavidgraham/masscan,https://github.com/robertdavidgraham/masscan,C,2671,18571,3496,18571,[],62,['Other']
palantir/blueprint,https://github.com/palantir/blueprint,TypeScript,1969,18561,111484,18561,"['blueprint', 'components', 'design', 'lerna', 'octo-correct-managed', 'react', 'sass', 'system', 'table', 'toolkit', 'typescript', 'ui']",303,['Web Application']
Prinzhorn/skrollr,https://github.com/Prinzhorn/skrollr,HTML,3573,18550,1659,18550,[],31,['Other']
eligrey/FileSaver.js,https://github.com/eligrey/FileSaver.js,JavaScript,4222,18530,354,18530,[],61,['Other']
jenkinsci/jenkins,https://github.com/jenkinsci/jenkins,Java,7290,18525,138151,18525,"['cicd', 'continuous-delivery', 'continuous-deployment', 'continuous-integration', 'devops', 'groovy', 'hacktoberfest', 'java', 'jenkins', 'pipelines-as-code']",1005,['Other']
graphql/graphql-js,https://github.com/graphql/graphql-js,TypeScript,1953,18525,18068,18525,"['graphql', 'graphql-js']",192,['Other']
dhg/Skeleton,https://github.com/dhg/Skeleton,CSS,3126,18522,6398,18522,[],26,['Other']
winstonjs/winston,https://github.com/winstonjs/winston,JavaScript,1638,18507,4481,18507,[],364,['Other']
didi/DoraemonKit,https://github.com/didi/DoraemonKit,Java,2772,18505,57228,18505,"['android', 'ios', 'miniapp', 'mockgps', 'monitoring', 'performance', 'tools']",142,['Mobile App']
python-poetry/poetry,https://github.com/python-poetry/poetry,Python,1550,18505,13189,18505,"['dependency-manager', 'hacktoberfest', 'package-manager', 'packaging', 'python']",328,['Other']
reduxjs/reselect,https://github.com/reduxjs/reselect,TypeScript,677,18501,4061,18501,"['memoized-selectors', 'redux']",100,['Other']
AppFlowy-IO/AppFlowy,https://github.com/AppFlowy-IO/AppFlowy,Rust,915,18501,9287,18501,"['content-management', 'content-services', 'editor', 'flutter', 'flutter-app', 'flutter-apps', 'flutter-examples', 'flutter-ui', 'low-code', 'no-code', 'no-code-platform', 'notion', 'notion-alternative', 'rust', 'rust-lang', 'rust-language', 'server', 'servers', 'wiki']",49,['Other']
google/web-starter-kit,https://github.com/google/web-starter-kit,HTML,3165,18479,10452,18479,[],84,['Other']
AMAI-GmbH/AI-Expert-Roadmap,https://github.com/AMAI-GmbH/AI-Expert-Roadmap,JavaScript,1606,18468,628,18468,"['ai', 'ai-roadmap', 'artificial-intelligence', 'data-analysis', 'data-science', 'deep-learning', 'machine-learning', 'neural-network', 'roadmap', 'study-plan']",9,['AI']
open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Python,6752,18465,26679,18465,"['cascade-rcnn', 'fast-rcnn', 'faster-rcnn', 'instance-segmentation', 'mask-rcnn', 'object-detection', 'pytorch', 'retinanet', 'rpn', 'ssd']",313,['Other']
tmrts/go-patterns,https://github.com/tmrts/go-patterns,Go,1717,18457,927,18457,"['awesome', 'design-patterns', 'design-patterns-for-humans', 'go', 'golang', 'idioms', 'patterns']",13,['Other']
nextcloud/server,https://github.com/nextcloud/server,PHP,2953,18447,2418952,18447,"['cloud', 'collaboration', 'decentralized', 'design', 'distributed', 'enterprise', 'federation', 'file-sharing', 'free-software', 'hacktoberfest', 'javascript', 'nextcloud', 'open-source', 'opensource', 'owncloud', 'php', 'self-hosting', 'sharing', 'usability', 'ux']",1011,['Other']
spf13/viper,https://github.com/spf13/viper,Go,1607,18416,1250,18416,[],144,['Other']
Awesome-HarmonyOS/HarmonyOS,https://github.com/Awesome-HarmonyOS/HarmonyOS,C,3318,18416,23807,18416,"['architecture', 'awesome', 'harmonyos', 'huawei', 'iot', 'iot-platform', 'kernel', 'operating-system', 'os']",16,['Other']
PostgREST/postgrest,https://github.com/PostgREST/postgrest,Haskell,857,18414,5630,18414,"['automatic-api', 'database', 'haskell', 'postgresql', 'postgrest', 'rest', 'server']",100,['Web Application']
redisson/redisson,https://github.com/redisson/redisson,Java,4490,18400,19056,18400,"['cache', 'distributed', 'distributed-locks', 'executor', 'hibernate', 'java', 'list', 'lock', 'map', 'mapreduce', 'queue', 'redis', 'redis-client', 'redis-cluster', 'scheduler', 'session', 'set', 'spring-cache', 'tomcat']",152,['Other']
norvig/pytudes,https://github.com/norvig/pytudes,Jupyter Notebook,2147,18383,51191,18383,"['demonstrate-skills', 'practice', 'programming', 'python', 'python-3']",42,['Other']
remoteintech/remote-jobs,https://github.com/remoteintech/remote-jobs,JavaScript,1982,18341,3251,18341,"['hacktoberfest', 'hacktoberfest2020', 'job-board', 'jobs-search', 'jobsearch', 'jobseeker', 'remote', 'remote-job', 'remote-work']",659,['Other']
taichi-dev/taichi,https://github.com/taichi-dev/taichi,C++,1889,18327,43296,18327,"['computer-graphics', 'differentiable-programming', 'gpu', 'gpu-programming', 'sparse-computation', 'taichi']",168,['Other']
fish-shell/fish-shell,https://github.com/fish-shell/fish-shell,C++,1505,18324,71153,18324,[],796,['Other']
sideway/joi,https://github.com/sideway/joi,JavaScript,1455,18312,10057,18312,"['hapi', 'javascript', 'schema', 'validation']",228,['Web Application']
locustio/locust,https://github.com/locustio/locust,Python,2395,18291,6659,18291,"['benchmarking', 'http', 'load-generator', 'load-testing', 'locust', 'performance-testing', 'python']",234,['Other']
wesbos/JavaScript30,https://github.com/wesbos/JavaScript30,HTML,21830,18274,46892,18274,[],122,['Other']
sebastianbergmann/phpunit,https://github.com/sebastianbergmann/phpunit,PHP,2072,18267,100913,18267,"['php', 'phpunit', 'testing-tools']",475,['Other']
SnapKit/SnapKit,https://github.com/SnapKit/SnapKit,Swift,1836,18262,2851,18262,"['auto', 'autolayout', 'cocoapods', 'constraints', 'dsl', 'layout', 'snapkit', 'swift', 'ui', 'xcode']",85,['Other']
apache/flink,https://github.com/apache/flink,Java,10331,18261,436629,18261,"['big-data', 'flink', 'java', 'python', 'scala', 'sql']",1476,['Other']
codex-team/editor.js,https://github.com/codex-team/editor.js,TypeScript,1421,18241,16115,18241,"['codex-editor', 'editor', 'javascript', 'json', 'raw-data', 'redactor', 'typescript', 'ui', 'wysiwyg']",28,['Other']
bazelbuild/bazel,https://github.com/bazelbuild/bazel,Java,3301,18214,836413,18214,"['bazel', 'build', 'build-system', 'correct', 'fast', 'multi-language', 'scalable', 'test']",872,['Other']
square/picasso,https://github.com/square/picasso,Kotlin,4037,18211,4735,18211,[],121,['Other']
SerenityOS/serenity,https://github.com/SerenityOS/serenity,C++,1958,18190,125557,18190,"['c-plus-plus', 'desktop-environment', 'kernel', 'operating-system', 'os', 'unix']",740,['Other']
bcit-ci/CodeIgniter,https://github.com/bcit-ci/CodeIgniter,PHP,7785,18179,54071,18179,"['php', 'php-framework', 'php7', 'php8']",612,"['Web Application', 'Framework']"
jcjohnson/neural-style,https://github.com/jcjohnson/neural-style,Lua,2783,18172,48191,18172,[],14,['Other']
TheAlgorithms/C-Plus-Plus,https://github.com/TheAlgorithms/C-Plus-Plus,C++,4947,18168,55452,18168,"['algorithm', 'algorithm-competitions', 'algorithms', 'algorithms-implemented', 'artificial-intelligence-algorithms', 'computer-science', 'cpp', 'data-structures', 'educational', 'hacktoberfest', 'instructor-materials', 'interview-preparation', 'interview-questions', 'machine-learning', 'machine-learning-algorithms', 'mathematics', 'search', 'sort']",274,['AI']
telegramdesktop/tdesktop,https://github.com/telegramdesktop/tdesktop,C++,3905,18127,183044,18127,"['messenger', 'multi-platform', 'telegram', 'telegram-desktop', 'telegram-solution']",165,['Other']
Baseflow/PhotoView,https://github.com/Baseflow/PhotoView,Java,3886,18120,16896,18120,[],47,['Other']
nostalgic-css/NES.css,https://github.com/nostalgic-css/NES.css,SCSS,1508,18116,6051,18116,"['8bit', 'css', 'css-framework', 'nes', 'scss']",72,"['Web Application', 'Framework']"
nothings/stb,https://github.com/nothings/stb,C,6309,18107,5687,18107,[],213,['Other']
chalk/chalk,https://github.com/chalk/chalk,JavaScript,735,18096,789,18096,"['ansi', 'ansi-escape-codes', 'chalk', 'cli', 'color', 'commandline', 'console', 'javascript', 'strip-ansi', 'terminal', 'terminal-emulators']",60,['Other']
ascoders/weekly,https://github.com/ascoders/weekly,JavaScript,2138,18054,8458,18054,"['awesome', 'frontend', 'weekly']",74,['Web Application']
jumpserver/jumpserver,https://github.com/jumpserver/jumpserver,Python,4538,18020,64686,18020,"['bastion-host', 'coco', 'django', 'jumpserver', 'luna', 'python', 'ssh-server', 'terminal', 'web-terminal']",133,['Web Application']
SnapKit/Masonry,https://github.com/SnapKit/Masonry,Objective-C,3168,18014,767,18014,[],63,['Other']
go-delve/delve,https://github.com/go-delve/delve,Go,1831,18003,30330,18003,"['debugger', 'go', 'golang']",183,['Other']
wenyan-lang/wenyan,https://github.com/wenyan-lang/wenyan,TypeScript,1052,17980,45580,17980,"['classical-chinese', 'esoteric-language', 'programming-language', 'wenyan-lang']",63,['Other']
mpv-player/mpv,https://github.com/mpv-player/mpv,C,2215,17953,95852,17953,"['audio', 'c', 'ffmpeg', 'libav', 'mplayer', 'mpv', 'multimedia', 'video']",566,['Other']
GeekyAnts/NativeBase,https://github.com/GeekyAnts/NativeBase,TypeScript,2158,17213,64371,17213,"['android', 'hacktoberfest', 'ios', 'native-platforms', 'nativebase', 'nextjs', 'react', 'react-native', 'ui-components']",280,"['Mobile App', 'Web Application']"
pytorch/examples,https://github.com/pytorch/examples,Python,8387,17878,40150,17878,[],185,['Other']
SpaceVim/SpaceVim,https://github.com/SpaceVim/SpaceVim,Vim script,1391,17878,33217,17878,"['awesome', 'editor', 'ide', 'neovim', 'space-vim', 'spacemacs', 'spacevim', 'vim', 'vim-configuration', 'vim-distribution', 'vimrc']",305,['Other']
PHPMailer/PHPMailer,https://github.com/PHPMailer/PHPMailer,PHP,9174,17859,6134,17859,"['attachment', 'email', 'hacktoberfest', 'php', 'php-library', 'phpmailer', 'smtp', 'tls-support', 'xoauth2']",239,['Other']
streamlit/streamlit,https://github.com/streamlit/streamlit,Python,1602,17856,132247,17856,"['data-analysis', 'data-science', 'data-visualization', 'deep-learning', 'developer-tools', 'machine-learning', 'python', 'streamlit']",135,['AI']
lutzroeder/netron,https://github.com/lutzroeder/netron,JavaScript,2056,17854,38922,17854,"['ai', 'caffe', 'caffe2', 'coreml', 'darknet', 'deep-learning', 'deeplearning', 'keras', 'machine-learning', 'machinelearning', 'ml', 'mxnet', 'neural-network', 'onnx', 'paddle', 'pytorch', 'tensorflow', 'tensorflow-lite', 'torch', 'visualizer']",,['AI']
vadimdemedes/ink,https://github.com/vadimdemedes/ink,TypeScript,487,17846,1569,17846,"['cli', 'command-line', 'flexbox', 'interactive', 'javascript', 'react']",90,['Web Application']
alibaba/weex,https://github.com/alibaba/weex,C++,2162,17824,370403,17824,"['android', 'ios', 'mobile', 'sdk', 'web', 'weex']",276,"['Mobile App', 'Web Application']"
recharts/recharts,https://github.com/recharts/recharts,TypeScript,1346,17823,10511,17823,"['charting-library', 'd3', 'react', 'recharts']",233,['Web Application']
python-telegram-bot/python-telegram-bot,https://github.com/python-telegram-bot/python-telegram-bot,Python,3881,17817,10297,17817,"['bot', 'chatbot', 'framework', 'hacktoberfest', 'python', 'telegram']",159,"['Web Application', 'Framework']"
wekan/wekan,https://github.com/wekan/wekan,JavaScript,2700,17803,43475,17803,"['docker-image', 'foss', 'javascript', 'kanban', 'meteor', 'real-time', 'sandstorm', 'snapcraft', 'wekan']",262,['Other']
taosdata/TDengine,https://github.com/taosdata/TDengine,C,4260,17802,173756,17802,"['alerting', 'bigdata', 'cluster', 'connected-vehicles', 'database', 'financial-analysis', 'full-stack', 'industrial-iot', 'iot', 'metrics', 'monitoring', 'scalability', 'sql', 'tdengine', 'time-series', 'time-series-database', 'tsdb']",225,['Other']
asim/go-micro,https://github.com/asim/go-micro,Go,2029,17800,15222,17800,"['distributed-systems', 'go', 'golang', 'micro', 'microservices', 'rpc']",159,['Other']
websockets/ws,https://github.com/websockets/ws,JavaScript,2139,17791,11482,17791,"['javascript', 'node', 'nodejs', 'real-time', 'rfc-6455', 'websocket', 'websocket-client', 'websocket-compression', 'websocket-server']",192,['Web Application']
TheAlgorithms/Javascript,https://github.com/TheAlgorithms/Javascript,JavaScript,3092,17785,1609,17785,"['algorithm', 'algorithm-challenges', 'algorithms', 'algorithms-implemented', 'bubble-sort', 'caesar-cipher', 'cipher', 'conversions', 'cryptography', 'data-structures', 'hacktoberfest', 'javascript', 'mathematics', 'search', 'sort', 'sorting-algorithms', 'vigen-re-cipher']",219,['Other']
eggjs/egg,https://github.com/eggjs/egg,JavaScript,1729,17782,62468,17782,"['egg', 'eggjs', 'enterprise', 'framework', 'koa', 'koa-middleware', 'koa2', 'node-framework', 'nodejs']",194,"['Web Application', 'Framework']"
Asabeneh/30-Days-Of-JavaScript,https://github.com/Asabeneh/30-Days-Of-JavaScript,JavaScript,3629,17773,124287,17773,['30daysofjavascript'],19,['Other']
openssl/openssl,https://github.com/openssl/openssl,C,7758,17737,251806,17737,"['cryptography', 'decryption', 'encryption', 'openssl', 'ssl', 'tls']",843,['Other']
FelisCatus/SwitchyOmega,https://github.com/FelisCatus/SwitchyOmega,CoffeeScript,2879,17724,2091,17724,[],83,['Other']
dgraph-io/dgraph,https://github.com/dgraph-io/dgraph,Go,1325,17722,619218,17722,"['database', 'distributed', 'go', 'golang', 'graph-database', 'graphdb', 'graphql', 'graphql-server', 'latency', 'production', 'scale', 'throughput']",203,['Other']
vnpy/vnpy,https://github.com/vnpy/vnpy,Python,7087,17690,253542,17690,"['algotrading', 'finance', 'fintech', 'investment', 'python', 'quant', 'trading', 'vnpy']",138,['Other']
PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Python,4296,17687,221150,17687,"['deep-learning', 'distributed-training', 'efficiency', 'machine-learning', 'neural-network', 'paddlepaddle', 'python', 'scalability']",708,['AI']
phoenixframework/phoenix,https://github.com/phoenixframework/phoenix,Elixir,2390,17681,15821,17681,"['api-server', 'distributed', 'elixir', 'realtime', 'web-framework']",1105,"['Web Application', 'Framework']"
nuysoft/Mock,https://github.com/nuysoft/Mock,JavaScript,2586,17661,5409,17661,[],6,['Other']
dennybritz/reinforcement-learning,https://github.com/dennybritz/reinforcement-learning,Jupyter Notebook,5661,17640,5373,17640,[],43,['Other']
hwdsl2/setup-ipsec-vpn,https://github.com/hwdsl2/setup-ipsec-vpn,Shell,4871,17624,6468,17624,"['cisco-ipsec', 'encryption', 'ikev2', 'ipsec', 'l2tp', 'libreswan', 'network', 'security', 'vpn', 'vpn-client', 'vpn-server']",16,['Other']
jitsi/jitsi-meet,https://github.com/jitsi/jitsi-meet,JavaScript,5629,17620,216390,17620,"['debian', 'deep-video', 'jitsi', 'jitsi-meet', 'scalable-video-conferences', 'sfu', 'video', 'video-communication', 'video-conferencing', 'webrtc']",499,['Web Application']
discordjs/discord.js,https://github.com/discordjs/discord.js,JavaScript,3257,17620,22038,17620,"['bot', 'discord', 'discord-api', 'discord-bot', 'discord-server', 'discordjs', 'hacktoberfest', 'nodejs', 'voice-support']",432,['Web Application']
airyland/vux,https://github.com/airyland/vux,Vue,3835,17586,33236,17586,"['ant', 'components', 'javascript', 'mobile-web', 'vue', 'vue-components', 'vue2', 'vux', 'web-app', 'wechat', 'weui']",130,['Web Application']
elunez/eladmin,https://github.com/elunez/eladmin,Java,6437,17548,7012,17548,"['admin', 'eladmin', 'element-ui', 'jpa', 'jwt', 'redis', 'spring-boot', 'spring-security', 'swagger2', 'vue']",47,['Web Application']
google/flatbuffers,https://github.com/google/flatbuffers,C++,2728,17543,16072,17543,"['c', 'c-plus-plus', 'c-sharp', 'cross-platform', 'flatbuffers', 'go', 'grpc', 'java', 'javascript', 'json-parser', 'marshalling', 'mmap', 'protobuf', 'python', 'rpc', 'rust', 'serialization', 'serialization-library', 'typescript', 'zero-copy']",546,['Other']
pbatard/rufus,https://github.com/pbatard/rufus,C,1848,17535,29093,17535,"['assembly', 'bios', 'boot', 'bootable-drives', 'c', 'freedos', 'gpt', 'grub', 'grub4dos', 'iso', 'mbr', 'md5', 'sha1', 'sha256', 'syslinux', 'uefi', 'usb', 'windows', 'windows-to-go']",162,['Mobile App']
TencentARC/GFPGAN,https://github.com/TencentARC/GFPGAN,Python,2658,17498,5487,17498,"['deep-learning', 'face-restoration', 'gan', 'gfpgan', 'image-restoration', 'pytorch', 'super-resolution']",9,['AI']
PyTorchLightning/pytorch-lightning,https://github.com/PyTorchLightning/pytorch-lightning,Python,2190,17490,97938,17490,"['ai', 'artificial-intelligence', 'data-science', 'deep-learning', 'machine-learning', 'python', 'pytorch']",630,['AI']
firecracker-microvm/firecracker,https://github.com/firecracker-microvm/firecracker,Rust,1224,17480,20643,17480,"['containers', 'minimalist', 'open-source', 'oversubscription', 'rust', 'sandbox', 'serverless', 'virtual-machine', 'virtualization']",166,['Other']
Igglybuff/awesome-piracy,https://github.com/Igglybuff/awesome-piracy,HTML,1660,17463,2170,17463,"['audiobooks', 'awesome-list', 'comics', 'ebooks', 'movies', 'music', 'piracy', 'tv', 'warez']",128,['Other']
magenta/magenta,https://github.com/magenta/magenta,Python,3593,17449,37119,17449,[],150,['Other']
philc/vimium,https://github.com/philc/vimium,JavaScript,2098,17418,5705,17418,[],163,['Other']
urfave/cli,https://github.com/urfave/cli,Go,1507,17395,5787,17395,"['cli', 'command-line', 'go', 'golang-library', 'json', 'toml', 'yaml']",238,['Other']
mxgmn/WaveFunctionCollapse,https://github.com/mxgmn/WaveFunctionCollapse,C#,920,17387,29325,17387,"['algorithm', 'csharp', 'gamedev', 'machine-learning', 'procedural-generation', 'wfc']",17,['AI']
mojs/mojs,https://github.com/mojs/mojs,CoffeeScript,921,17385,143512,17385,"['animation', 'burst', 'design', 'es6', 'graphics', 'javascript', 'library', 'mo-js', 'modern', 'mojs', 'motion', 'motion-graphics', 'shape', 'svg', 'swirl', 'timeline', 'toolbelt', 'web', 'webpack']",24,['Web Application']
svg/svgo,https://github.com/svg/svgo,JavaScript,1254,17376,3913,17376,"['cli', 'javascript', 'minification', 'nodejs', 'optimization', 'svg', 'svgo']",188,['Other']
apollographql/apollo-client,https://github.com/apollographql/apollo-client,TypeScript,2326,17368,65937,17368,"['apollo-client', 'apollographql', 'graphql', 'graphql-client', 'typescript']",723,['Other']
uikit/uikit,https://github.com/uikit/uikit,HTML,2314,17357,48576,17357,[],40,['Other']
HelloZeroNet/ZeroNet,https://github.com/HelloZeroNet/ZeroNet,JavaScript,2213,17350,13772,17350,"['anonymity', 'anticensorship', 'bitcoin', 'bittorrent', 'decentralized', 'internet-freedom', 'p2p', 'python', 'realtime', 'tor', 'torrent', 'web']",129,['Web Application']
BoostIO/BoostNote-Legacy,https://github.com/BoostIO/BoostNote-Legacy,JavaScript,1568,17348,19628,17348,"['electron', 'linux', 'macos', 'open-source', 'react', 'stylus', 'windows']",269,['Web Application']
ossrs/srs,https://github.com/ossrs/srs,C++,4376,17341,241578,17341,"['audio', 'c', 'c-plus-plus', 'hls', 'live', 'live-streaming', 'low-latency', 'media-server', 'multimedia', 'rtmp', 'server-side', 'sfu', 'srs', 'srt', 'streaming', 'twitch-tv', 'video', 'video-conferencing', 'video-streaming', 'webrtc']",110,['Web Application']
nushell/nushell,https://github.com/nushell/nushell,Rust,816,17332,24843,17332,"['rust', 'shell']",309,['Other']
swoole/swoole-src,https://github.com/swoole/swoole-src,C++,3187,17292,47857,17292,"['async', 'concurrency', 'coroutines', 'event', 'network', 'php', 'swoole', 'timer', 'websocket']",187,['Web Application']
google/flexbox-layout,https://github.com/google/flexbox-layout,Kotlin,1792,17284,49328,17284,"['android', 'android-library', 'flexbox']",31,['Mobile App']
crystal-lang/crystal,https://github.com/crystal-lang/crystal,Crystal,1333,17281,53916,17281,"['crystal', 'efficiency', 'language']",483,['Other']
dotnet/core,https://github.com/dotnet/core,Shell,4383,17268,17804,17268,"['dotnet', 'dotnet-core']",306,['Other']
typicode/lowdb,https://github.com/typicode/lowdb,JavaScript,825,17259,2544,17259,"['database', 'electron', 'embeddable', 'embedded-database', 'javascript', 'json', 'localstorage', 'lodash', 'nodejs', 'storage']",37,['Other']
facebook/flux,https://github.com/facebook/flux,JavaScript,3612,17250,7365,17250,[],139,['Other']
GeekyAnts/NativeBase,https://github.com/GeekyAnts/NativeBase,TypeScript,2158,17213,64371,17213,"['android', 'hacktoberfest', 'ios', 'native-platforms', 'nativebase', 'nextjs', 'react', 'react-native', 'ui-components']",280,"['Mobile App', 'Web Application']"
arendst/Tasmota,https://github.com/arendst/Tasmota,C,3806,17205,179709,17205,"['arduino', 'automation', 'esp8266', 'firmware', 'iot', 'knx', 'mqtt', 'ota', 'smart-home', 'sonoff', 'tasmota', 'tuya']",392,['Other']
react-dnd/react-dnd,https://github.com/react-dnd/react-dnd,TypeScript,1783,17204,601270,17204,"['drag-and-drop', 'not-the-game', 'react']",206,['Web Application']
facebook/hhvm,https://github.com/facebook/hhvm,C++,2982,17203,507451,17203,"['hack', 'hacklang', 'hhvm', 'php']",1337,['Other']
rome/tools,https://github.com/rome/tools,Rust,530,17201,113324,17201,['flavortown'],161,['Other']
nosir/cleave.js,https://github.com/nosir/cleave.js,JavaScript,1614,17195,3710,17195,"['credit-card', 'creditcard', 'input', 'input-mask', 'telephone-number']",79,['Other']
luong-komorebi/Awesome-Linux-Software,https://github.com/luong-komorebi/Awesome-Linux-Software,Python,1747,17193,4729,17193,"['applications', 'awesome-list', 'cli-app', 'cross-platform', 'desktop-environment', 'free', 'freeware-icon', 'gui-app', 'icon-theme', 'linux-app', 'linux-desktop', 'linux-resource', 'open-source', 'oss-icon', 'software', 'tools', 'ubuntu-linux']",249,['Other']
CarGuo/GSYVideoPlayer,https://github.com/CarGuo/GSYVideoPlayer,Java,3805,17188,357766,17188,"['android', 'exoplayer', 'ffmpeg', 'https', 'ijkplayer', 'player', 'video', 'videocache']",20,['Mobile App']
TeamNewPipe/NewPipe,https://github.com/TeamNewPipe/NewPipe,Java,2085,17165,58016,17165,"['4k', 'android', 'bandcamp', 'download-videos', 'newpipe', 'peertube', 'soundcloud', 'translation', 'video', 'watch', 'youtube-video']",864,['Mobile App']
iawia002/lux,https://github.com/iawia002/lux,Go,2065,17142,2481,17142,"['bilibili', 'crawler', 'download', 'downloader', 'go', 'golang', 'hacktoberfest', 'iqiyi', 'qq', 'scraper', 'tumblr', 'video', 'youku', 'youtube']",79,['Other']
microsoft/CNTK,https://github.com/microsoft/CNTK,C++,4390,17134,935976,17134,"['c-plus-plus', 'c-sharp', 'cntk', 'cognitive-toolkit', 'deep-learning', 'deep-neural-networks', 'distributed', 'java', 'machine-learning', 'neural-network', 'python']",271,['AI']
julianshapiro/velocity,https://github.com/julianshapiro/velocity,JavaScript,1611,17131,8139,17131,[],51,['Other']
elastic/kibana,https://github.com/elastic/kibana,TypeScript,7095,17125,3786406,17125,"['dashboards', 'elasticsearch', 'hacktoberfest', 'kibana', 'metrics', 'observability', 'visualizations']",806,['Other']
refined-github/refined-github,https://github.com/refined-github/refined-github,TypeScript,1240,17119,19070,17119,"['browser-extension', 'chrome-extension', 'firefox-addon', 'github', 'github-extension', 'userstyle']",275,['Web Application']
dapr/dapr,https://github.com/dapr/dapr,Go,1268,17103,106973,17103,"['containers', 'event-driven', 'kubernetes', 'microservice', 'microservices', 'pubsub', 'serverless', 'sidecar', 'state-management']",168,['Other']
lensapp/lens,https://github.com/lensapp/lens,TypeScript,852,17100,620701,17100,"['cloud-native', 'containers', 'devops', 'kubernetes', 'kubernetes-dashboard', 'kubernetes-ui']",86,['Other']
pubkey/rxdb,https://github.com/pubkey/rxdb,TypeScript,827,17096,59818,17096,"['angular', 'api', 'couchdb', 'database', 'electron', 'firebase', 'graphql', 'indexeddb', 'nodejs', 'nosql', 'offline-first', 'pouchdb', 'pwa', 'react', 'react-native', 'realtime', 'realtime-database', 'rxdb', 'rxjs', 'web3']",153,['Web Application']
alibaba/ice,https://github.com/alibaba/ice,TypeScript,2025,17072,124691,17072,"['framework', 'icejs', 'microfrontends', 'mpa', 'nodejs', 'react', 'react-router', 'serverless', 'spa', 'ssr', 'typescript', 'vite', 'webpack']",43,"['Web Application', 'Framework']"
MLEveryday/100-Days-Of-ML-Code,https://github.com/MLEveryday/100-Days-Of-ML-Code,Jupyter Notebook,4727,17054,44914,17054,"['100-days-of-ml-code', 'chinese-simplified', 'deep-learning', 'infographics', 'jupyter-notebook', 'keras', 'machine-learning', 'python', 'supervised-learning', 'tensorflow', 'tutorial', 'unsupervised-learning']",21,['AI']
chubin/wttr.in,https://github.com/chubin/wttr.in,Python,826,17047,1891,17047,"['ascii-art', 'curl', 'hacktoberfest', 'hacktoberfest2021', 'terminal', 'weather', 'weather-api', 'weather-app', 'weather-information']",157,['Web Application']
jsdom/jsdom,https://github.com/jsdom/jsdom,JavaScript,1469,17037,35388,17037,"['dom-apis', 'html', 'javascript', 'jsdom', 'nodejs']",314,['Web Application']
processing/p5.js,https://github.com/processing/p5.js,JavaScript,2609,17010,78289,17010,"['art', 'design', 'education', 'graphics', 'html', 'javascript', 'learning', 'sound']",559,['Web Application']
valyala/fasthttp,https://github.com/valyala/fasthttp,Go,1433,16992,2938,16992,[],146,['Other']
mysqljs/mysql,https://github.com/mysqljs/mysql,JavaScript,2406,16990,2579,16990,"['javascript', 'mysql', 'nodejs']",138,['Other']
pmndrs/react-three-fiber,https://github.com/pmndrs/react-three-fiber,TypeScript,917,16989,21548,16989,"['3d', 'animation', 'fiber', 'react', 'renderer', 'threejs']",142,['Web Application']
reduxjs/redux-thunk,https://github.com/reduxjs/redux-thunk,TypeScript,1020,16980,1081,16980,[],48,['Other']
